ID,percentage of students funded on grant,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
2796,0,0,0,0,1,0,0,0
2797,25,0,0,0,1,0,0,0
2798,0,0,0,0,1,0,0,0
2799,0,0,0,0,1,0,0,0
2800,0,0,0,0,1,0,0,0
2801,50,0,0,0,1,0,0,0
2802,60,0,0,0,1,0,0,0
2803,0,0,0,0,1,0,0,0
2804,0,0,0,0,1,0,0,0
2805,11.1111111111,0,0,0,1,0,0,0
2806,0,0,0,0,1,0,0,0
2807,0,0,0,0,1,0,0,0
2808,0,0,0,0,0,0,0,0
2809,0,0,0,0,1,0,0,0
2810,0,0,0,0,1,0,0,0
2811,0,0,0,0,1,0,0,0
2812,0,0,0,0,1,0,0,0
2813,14.2857142857,0,0,0,1,0,0,0
2814,14.2857142857,0,0,0,1,0,0,0
2815,0,0,0,0,1,0,0,0
2816,28.5714285714,0,0,0,1,0,0,0
2817,0,0,0,0,1,0,0,0
2818,14.2857142857,0,0,0,1,0,0,0
2819,100,0,0,0,1,0,0,0
2820,22.2222222222,0,0,0,0,0,0,1
2821,0,0,0,0,0,0,0,1
2822,0,0,0,0,0,0,0,1
2823,0,0,0,0,0,0,0,1
2824,0,0,0,0,0,0,0,1
2825,0,0,0,0,0,0,0,1
2826,0,0,0,0,0,0,0,1
2827,16.6666666667,0,0,0,0,0,0,1
2828,0,0,0,0,0,0,0,1
2829,33.3333333333,0,0,0,0,0,0,1
2830,27.2727272727,0,0,0,0,0,0,1
2831,0,0,0,0,0,0,0,1
2832,60,0,0,0,0,0,0,1
2833,0,0,0,0,0,0,0,1
2834,0,0,0,0,0,0,0,1
2835,0,0,0,0,0,0,0,1
2836,0,0,0,0,0,0,0,1
2837,72.7272727273,0,0,0,0,0,0,1
2838,69.2307692308,0,0,0,0,0,0,1
2839,0,0,0,0,0,0,0,1
2840,25,0,0,0,0,0,0,1
2841,0,0,0,0,0,0,0,1
2842,0,0,0,0,0,0,0,0
2843,20,0,0,0,0,0,0,0
2844,0,0,0,0,0,0,0,0
2845,0,0,0,0,0,0,0,0
2846,50,0,0,0,0,0,0,0
2847,0,0,0,0,0,0,0,0
2848,50,0,0,0,0,0,0,0
2849,28.5714285714,0,0,0,0,0,0,0
2850,0,0,0,0,0,0,0,0
2851,0,0,0,0,1,0,0,0
2852,50,0,0,0,1,0,0,0
2853,20,0,0,0,1,0,0,0
2854,0,0,0,0,1,0,0,0
2855,0,0,0,0,1,0,0,0
2856,0,0,0,0,1,0,0,0
2857,0,0,0,0,1,0,0,0
2858,0,0,0,0,1,0,0,0
2859,0,0,0,0,1,0,0,0
2860,0,0,0,0,1,0,0,0
2861,0,0,0,0,1,0,0,0
2862,0,0,0,0,1,0,0,0
2863,0,0,0,0,1,0,0,0
2864,0,0,0,0,1,0,0,0
2865,0,0,0,0,1,0,0,0
2866,0,0,0,0,1,0,0,0
2867,0,0,0,0,1,0,0,0
2868,0,0,0,0,1,0,0,0
2869,0,0,0,0,0,0,0,0
2870,0,0,0,0,0,0,0,0
2871,0,0,0,0,0,0,0,0
2872,100,0,0,0,0,0,0,0
2873,0,0,0,0,0,0,0,0
2874,0,0,0,0,0,0,0,0
2875,66.6666666667,0,0,0,0,0,0,0
2876,66.6666666667,0,0,0,0,0,0,0
2877,0,0,0,0,0,0,0,0
2878,0,0,0,0,0,0,0,0
2879,61.9047619048,0,0,0,0,0,0,0
2880,75,0,0,0,0,0,0,0
2881,45.4545454545,0,0,0,0,0,0,0
2882,16.6666666667,0,0,0,0,0,0,0
2883,33.3333333333,0,0,0,0,0,0,0
2884,40,0,0,0,0,0,0,0
2885,0,0,0,0,0,0,0,0
2886,0,0,0,0,0,0,0,0
2887,0,0,0,0,0,0,0,1
2888,0,0,0,0,0,0,0,1
2889,0,0,0,0,0,0,0,0
2890,0,0,0,0,0,0,0,1
2891,0,0,0,0,0,0,0,1
2892,0,0,0,0,0,0,0,1
2893,0,0,0,0,0,0,0,1
2894,0,0,0,0,0,0,0,1
2895,0,0,0,0,0,0,0,1
2896,0,0,0,0,0,0,0,1
2897,0,0,0,0,0,0,0,1
2898,50,0,0,0,1,0,0,0
2899,0,0,0,0,1,0,0,0
2900,33.3333333333,0,0,0,1,0,0,0
2901,0,0,0,0,0,0,0,0
2902,48.8888888889,0,0,0,1,0,0,0
2903,0,0,0,0,1,0,0,0
2904,0,0,0,0,1,0,0,0
2905,0,0,0,0,1,0,0,0
2906,0,0,0,0,1,0,0,0
2907,50,0,0,0,1,0,0,0
2908,50,0,0,0,1,0,0,0
2909,0,0,0,0,1,0,0,0
2910,0,0,0,0,1,0,0,0
2911,33.3333333333,0,0,0,1,0,0,0
2912,0,0,0,0,1,0,0,0
2913,0,0,0,0,1,0,0,0
2914,0,0,0,0,1,0,0,0
2915,0,0,0,0,1,0,0,0
2916,0,0,0,0,1,0,0,0
2917,15,0,0,0,1,0,0,0
2918,20,0,0,0,1,0,0,0
2919,66.6666666667,0,0,0,1,0,0,0
2920,18.1818181818,0,0,0,1,0,0,0
2921,11.1111111111,0,0,0,1,0,0,0
2922,0,0,0,0,1,0,0,0
2923,0,0,0,0,1,0,0,0
2924,0,0,0,0,1,0,0,0
2925,0,0,0,0,1,0,0,0
2926,0,0,0,0,1,0,0,0
2927,0,0,0,0,1,0,0,0
2928,0,0,0,0,1,0,0,0
2929,25,0,0,0,1,0,0,0
2930,0,0,0,0,1,0,0,0
2931,0,0,0,0,1,0,0,0
2932,0,0,0,0,1,0,0,0
2933,0,0,0,0,1,0,0,0
2934,0,0,0,0,1,0,0,0
2935,0,0,0,0,1,0,0,0
2936,0,0,0,0,1,0,0,0
2937,0,0,0,0,1,0,0,0
2938,48,0,0,0,1,0,0,0
2939,0,0,0,0,1,0,0,0
2940,0,0,0,0,1,0,0,0
2941,0,0,0,0,1,0,0,0
2942,0,0,0,0,1,0,0,0
2943,0,0,0,0,1,0,0,0
2944,0,0,0,0,0,0,0,1
2945,0,0,0,0,0,0,0,1
2946,0,0,0,0,0,0,0,1
2947,0,0,0,0,0,0,0,1
2948,0,0,0,0,0,0,0,1
2949,20,0,0,0,0,0,0,0
2950,41.6666666667,0,0,0,0,0,0,1
2951,0,0,0,0,0,0,0,1
2952,0,0,0,0,0,0,0,1
2953,0,0,0,0,0,0,0,1
2954,0,0,0,0,0,0,0,1
2955,0,0,0,0,0,0,0,1
2956,0,0,0,0,0,0,0,1
2957,0,0,0,0,0,0,0,1
2958,0,0,0,0,0,0,0,1
2959,0,0,0,0,0,0,0,1
2960,16.6666666667,0,0,0,0,0,0,1
2961,0,0,0,0,0,0,0,1
2962,100,0,0,0,0,0,0,1
2963,20,0,0,0,0,0,0,1
2964,0,0,0,0,0,0,0,1
2965,0,0,0,0,0,0,0,1
2966,0,0,0,0,1,0,0,0
2967,50,0,0,0,1,0,0,0
2968,0,0,0,0,1,0,0,0
2969,0,0,0,0,1,0,0,0
2970,0,0,0,0,1,0,0,0
2971,0,0,0,0,1,0,0,0
2972,0,0,0,0,1,0,0,0
2973,0,0,0,0,1,0,0,0
2974,0,0,0,0,1,0,0,0
2975,100,0,0,0,0,0,0,0
2976,0,0,0,0,0,0,0,0
2977,33.3333333333,0,0,0,0,0,0,0
2978,20,0,0,0,1,0,0,0
2979,33.3333333333,0,0,0,1,0,0,0
2980,0,0,0,0,1,0,0,0
2981,0,0,0,0,1,0,0,0
2982,0,0,0,0,1,0,0,0
2983,0,0,0,0,1,0,0,0
2984,0,0,0,0,1,0,0,0
2985,0,0,0,0,1,0,0,0
2986,0,0,0,0,1,0,0,0
2987,0,0,0,0,1,0,0,0
2988,0,0,0,0,1,0,0,0
2989,0,0,0,0,0,0,0,1
2990,100,0,0,0,0,0,0,1
2991,0,0,0,0,0,0,0,1
2992,0,0,0,0,0,0,0,1
2993,0,0,0,0,0,0,0,1
2994,42.8571428571,0,0,0,0,0,0,1
2995,0,0,0,0,0,0,0,1
2996,0,0,0,0,0,0,0,0
2997,16.6666666667,0,0,0,0,0,0,0
2998,0,0,0,0,0,0,0,0
2999,20,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0
3001,0,0,0,0,0,0,0,0
3002,8.3333333333,0,0,0,0,0,0,0
3003,15.7894736842,0,0,0,0,0,0,0
3004,0,0,0,0,0,0,0,0
3005,0,0,0,0,0,0,0,0
3006,50,0,0,0,0,0,0,0
3007,14.2857142857,0,0,0,0,0,0,0
3008,25,0,0,0,0,0,0,0
3009,0,0,0,0,0,0,0,1
3010,0,0,0,0,0,0,0,1
3011,0,0,0,0,0,0,0,1
3012,0,0,0,0,0,0,0,1
3013,0,0,0,0,0,0,0,1
3014,0,0,0,0,0,0,0,1
3015,0,0,0,0,1,0,0,0
3016,0,0,0,0,1,0,0,0
3017,66.6666666667,0,0,0,1,0,0,0
3018,0,0,0,0,0,0,0,0
3019,0,0,0,0,0,0,0,0
3020,0,0,0,0,0,0,0,0
3021,0,0,0,0,0,0,0,0
3022,0,0,0,0,0,0,0,0
3023,0,0,0,0,0,0,0,0
3024,0,0,0,0,0,0,0,0
3025,23.5294117647,0,0,0,1,0,0,0
3026,33.3333333333,0,0,0,1,0,0,0
3027,18.1818181818,0,0,0,1,0,0,0
3028,0,0,0,0,1,0,0,0
3029,0,0,0,0,1,0,0,0
3030,35.2941176471,0,0,0,1,0,0,0
3031,0,0,0,0,1,0,0,0
3032,0,0,0,0,1,0,0,0
3033,0,0,0,0,1,0,0,0
3034,57.1428571429,0,0,0,1,0,0,0
3035,0,0,0,0,1,0,0,0
3036,23.0769230769,0,0,0,1,0,0,0
3037,25,0,0,0,1,0,0,0
3038,45.8333333333,0,0,0,1,0,0,0
3039,22.2222222222,0,0,0,1,0,0,0
3040,35.2941176471,0,0,0,1,0,0,0
3041,20,0,0,0,1,0,0,0
3042,33.3333333333,0,0,0,1,0,0,0
3043,0,0,0,0,1,0,0,0
3044,50,0,0,0,1,0,0,0
3045,0,0,0,0,1,0,0,0
3046,100,0,0,0,1,0,0,0
3047,50,0,0,0,1,0,0,0
3048,25,0,0,0,1,0,0,0
3049,0,0,0,0,1,0,0,0
3050,22.2222222222,0,0,0,1,0,0,0
3051,60,0,0,0,1,0,0,0
3052,0,0,0,0,1,0,0,0
3053,62.5,0,0,0,1,0,0,0
3054,0,0,0,0,1,0,0,0
3055,0,0,0,0,1,0,0,0
3056,0,0,0,0,1,0,0,0
3057,0,0,0,0,1,0,0,0
3058,0,0,0,0,0,0,0,1
3059,0,0,0,0,0,0,0,1
3060,12.5,0,0,0,0,0,0,1
3061,0,0,0,0,0,0,0,0
3062,0,0,0,0,0,0,0,0
3063,0,0,0,0,0,0,0,0
3064,68.1818181818,0,0,0,0,0,0,0
3065,0,0,0,0,0,0,0,0
3066,0,0,0,0,0,0,0,0
3067,0,0,0,0,0,0,0,0
3068,0,0,0,0,0,0,0,0
3069,0,0,0,0,0,0,0,0
3070,0,0,0,0,0,0,0,0
3071,0,0,0,0,0,0,0,0
3072,0,0,0,0,0,0,0,0
3073,25,0,0,0,0,0,0,0
3074,0,0,0,0,0,0,0,0
3075,0,0,0,0,0,0,0,0
3076,0,0,0,0,0,0,0,0
3077,0,0,0,0,0,0,0,0
3078,0,0,0,0,0,0,0,0
3079,0,0,0,0,0,0,0,0
3080,0,0,0,0,0,0,0,0
3081,0,0,0,0,0,0,0,0
3082,0,0,0,0,0,0,0,0
3083,0,0,0,0,0,0,0,0
3084,0,0,0,0,0,1,0,0
3085,0,0,0,0,0,1,0,0
3086,20,0,0,0,0,0,0,0
3087,0,0,0,0,0,1,0,0
3088,0,0,0,0,1,0,0,0
3089,16.6666666667,0,0,0,1,0,0,0
3090,16.6666666667,0,0,0,1,0,0,0
3091,0,0,0,0,1,0,0,0
3092,0,0,0,0,1,0,0,0
3093,0,0,0,0,1,0,0,0
3094,0,0,0,0,1,0,0,0
3095,0,0,0,0,1,0,0,0
3096,0,0,0,0,1,0,0,0
3097,5.2631578947,0,0,0,1,0,0,0
3098,33.3333333333,0,0,0,1,0,0,0
3099,0,0,0,0,1,0,0,0
3100,0,0,0,0,0,0,0,0
3101,0,0,0,0,0,0,0,0
3102,100,0,0,0,0,0,0,0
3103,0,0,0,0,0,0,0,0
3104,0,0,0,0,0,0,0,0
3105,60,0,0,0,0,0,0,0
3106,0,0,0,0,0,0,0,0
3107,0,0,0,0,0,0,0,0
3108,0,0,0,0,0,0,0,0
3109,0,0,0,0,0,0,0,0
3110,57.6923076923,0,0,0,0,0,0,0
3111,0,0,0,0,0,0,0,0
3112,100,0,0,0,0,0,0,0
3113,40,0,0,0,0,0,0,1
3114,0,0,0,0,0,0,0,1
3115,0,0,0,0,0,0,0,1
3116,0,0,0,0,0,0,0,1
3117,0,0,0,0,0,0,0,1
3118,0,0,0,0,0,0,0,1
3119,33.3333333333,0,0,0,0,0,0,1
3120,33.3333333333,0,0,0,0,0,0,1
3121,0,0,0,0,0,0,0,1
3122,0,0,0,0,0,0,0,1
3123,25,0,0,0,0,0,0,1
3124,25,0,0,0,0,0,0,1
3125,0,0,0,0,0,0,0,1
3126,33.3333333333,0,0,0,0,0,0,1
3127,0,0,0,0,0,0,0,1
3128,0,0,0,0,0,0,0,1
3129,0,0,0,0,0,0,0,1
3130,0,0,0,0,0,0,0,1
3131,0,0,0,0,0,0,0,1
3132,77.7777777778,0,0,0,0,1,0,0
3133,73.6842105263,0,0,0,0,1,0,0
3134,64.2857142857,0,0,0,0,1,0,0
3135,0,0,0,0,0,1,0,0
3136,0,0,0,0,0,1,0,0
3137,0,0,0,0,0,1,0,0
3138,0,0,0,0,0,1,0,0
3139,82.3529411765,0,0,0,0,1,0,0
3140,0,0,0,0,0,1,0,0
3141,4.7619047619,0,0,0,0,1,0,0
3142,20,0,0,0,0,1,0,0
3143,22.2222222222,0,0,0,0,1,0,0
3144,16.6666666667,0,0,0,0,1,0,0
3145,0,0,0,0,0,1,0,0
3146,50,0,0,0,0,1,0,0
3147,41.6666666667,0,0,0,0,1,0,0
3148,50,0,0,0,0,1,0,0
3149,0,0,0,0,0,1,0,0
3150,0,0,0,0,0,1,0,0
3151,0,0,0,0,0,1,0,0
3152,0,0,0,0,0,1,0,0
3153,0,0,0,0,0,1,0,0
3154,0,0,0,0,0,0,0,0
3155,12.5,0,0,1,0,0,0,0
3156,0,0,0,1,0,0,0,0
3157,100,0,0,1,0,0,0,0
3158,0,0,0,1,0,0,0,0
3159,0,0,0,1,0,0,0,0
3160,0,0,0,0,0,0,0,0
3161,0,0,0,1,0,0,0,0
3162,0,0,0,0,0,0,0,0
3163,55.5555555556,0,0,0,0,0,0,0
3164,0,0,0,0,0,0,0,0
3165,0,0,0,0,0,0,0,0
3166,0,0,0,0,0,0,0,0
3167,28.5714285714,0,0,0,0,0,0,0
3168,33.3333333333,0,0,0,0,0,0,0
3169,0,0,0,0,0,0,0,0
3170,0,0,0,0,0,0,0,0
3171,55.5555555556,0,0,0,0,0,0,0
3172,0,0,0,0,0,0,0,0
3173,0,0,0,0,0,0,0,0
3174,0,0,0,1,0,0,0,0
3175,0,0,0,1,0,0,0,0
3176,0,0,0,1,0,0,0,0
3177,0,0,0,1,0,0,0,0
3178,0,0,0,0,0,0,0,0
3179,0,0,0,1,0,0,0,0
3180,0,0,0,1,0,0,0,0
3181,0,0,0,0,0,0,0,1
3182,66.6666666667,0,0,0,0,0,0,1
3183,0,0,0,0,0,0,0,1
3184,0,0,0,0,0,0,0,1
3185,0,0,0,0,0,0,0,1
3186,80,0,0,0,0,0,0,1
3187,50,0,0,0,0,0,0,1
3188,16.6666666667,0,0,0,0,0,0,1
3189,46.6666666667,0,0,0,0,0,0,1
3190,12.5,0,0,0,0,0,0,1
3191,0,0,0,0,0,0,0,1
3192,0,0,0,0,0,0,0,1
3193,20,0,0,0,0,0,0,1
3194,0,0,0,0,0,0,0,1
3195,0,0,0,0,0,0,0,1
3196,0,0,0,0,0,0,0,1
3197,0,0,0,0,0,0,0,1
3198,0,0,0,0,0,0,0,1
3199,0,0,0,0,0,0,0,1
3200,0,0,0,0,0,1,0,0
3201,0,0,0,0,0,1,0,0
3202,0,0,0,0,0,1,0,0
3203,11.1111111111,0,0,0,0,1,0,0
3204,8.9285714286,0,0,0,0,1,0,0
3205,0,0,0,0,0,1,0,0
3206,0,0,0,0,0,1,0,0
3207,0,0,0,0,0,1,0,0
3208,0,0,0,0,0,1,0,0
3209,0,0,0,0,0,1,0,0
3210,0,0,0,0,0,1,0,0
3211,0,0,0,0,0,1,0,0
3212,0,0,0,0,0,1,0,0
3213,0,0,0,0,0,1,0,0
3214,0,0,0,0,0,1,0,0
3215,0,0,0,0,0,1,0,0
3216,100,0,0,0,0,1,0,0
3217,0,0,0,0,0,1,0,0
3218,40,0,0,0,0,1,0,0
3219,50,0,0,0,0,1,0,0
3220,100,0,0,0,0,1,0,0
3221,4,0,0,0,0,1,0,0
3222,0,0,0,0,0,0,0,1
3223,20,0,0,0,0,0,0,1
3224,50,0,0,0,0,0,0,1
3225,0,0,0,0,0,0,0,1
3226,0,0,0,0,0,0,0,1
3227,0,0,0,0,0,0,0,1
3228,20,0,0,0,0,0,0,1
3229,0,0,0,0,0,0,0,1
3230,0,0,0,0,0,0,0,1
3231,0,0,0,0,0,0,0,1
3232,0,0,0,0,0,0,0,1
3233,0,0,0,0,0,0,0,1
3234,0,0,0,0,0,0,0,1
3235,40,0,0,0,0,0,0,1
3236,64.2857142857,0,0,0,0,0,0,1
3237,0,0,0,0,0,0,0,1
3238,0,0,0,0,0,0,0,1
3239,0,0,0,0,0,0,0,1
3240,0,0,0,0,0,0,0,1
3241,41.6666666667,0,0,0,0,0,0,1
3242,0,0,0,1,0,0,0,0
3243,0,0,0,1,0,0,0,0
3244,0,0,0,1,0,0,0,0
3245,0,0,0,1,0,0,0,0
3246,0,0,0,1,0,0,0,0
3247,66.6666666667,0,0,1,0,0,0,0
3248,0,0,0,0,0,0,0,0
3249,0,0,0,1,0,0,0,0
3250,20,0,0,1,0,0,0,0
3251,0,0,0,1,0,0,0,0
3252,0,0,0,1,0,0,0,0
3253,0,0,0,1,0,0,0,0
3254,0,0,0,1,0,0,0,0
3255,0,0,0,1,0,0,0,0
3256,0,0,0,1,0,0,0,0
3257,0,0,0,1,0,0,0,0
3258,0,0,0,1,0,0,0,0
3259,0,0,0,1,0,0,0,0
3260,0,0,0,1,0,0,0,0
3261,40,0,0,1,0,0,0,0
3262,33.3333333333,0,0,0,0,0,0,0
3263,50,0,0,1,0,0,0,0
3264,0,0,0,0,0,0,0,0
3265,0,0,0,0,0,0,0,0
3266,0,0,0,0,0,0,0,0
3267,0,0,0,0,0,0,0,0
3268,0,0,0,0,0,0,0,0
3269,0,0,0,0,0,0,0,0
3270,0,0,0,0,0,0,0,0
3271,0,0,0,0,0,0,0,0
3272,0,0,0,0,0,0,0,0
3273,0,0,0,0,0,0,0,0
3274,0,0,0,0,0,0,0,0
3275,0,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0,0
3277,0,0,0,0,0,0,0,0
3278,0,0,0,0,0,0,0,0
3279,0,0,0,0,0,0,0,0
3280,0,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,0,0
3282,0,0,0,0,0,0,0,0
3283,0,0,0,0,0,0,0,0
3284,0,0,0,0,0,0,0,0
3285,0,0,0,0,0,0,0,0
3286,100,0,0,0,0,0,0,0
3287,0,0,0,0,0,0,0,0
3288,0,0,0,0,0,0,0,0
3289,25,0,0,0,0,0,0,0
3290,12.5,0,0,0,0,0,0,0
3291,0,0,0,0,0,0,0,0
3292,0,0,0,0,0,0,0,0
3293,0,0,0,0,0,0,0,0
3294,0,0,0,0,0,0,0,0
3295,50,0,0,0,0,0,0,0
3296,40,0,0,0,0,0,0,0
3297,0,0,0,0,0,0,0,0
3298,0,0,0,0,0,0,0,1
3299,0,0,0,0,0,0,0,1
3300,0,0,0,0,0,0,0,1
3301,0,0,0,0,0,0,0,1
3302,16.6666666667,0,0,0,0,0,0,1
3303,0,0,0,0,0,0,0,1
3304,0,0,0,0,0,0,0,1
3305,7.1428571429,0,0,0,0,0,0,1
3306,14.2857142857,0,0,0,0,0,0,1
3307,0,0,0,0,0,0,0,1
3308,71.4285714286,0,0,0,0,0,0,1
3309,33.3333333333,0,0,0,0,0,0,1
3310,71.4285714286,0,0,0,0,0,0,1
3311,0,0,0,0,0,0,0,1
3312,33.3333333333,0,0,0,0,0,0,1
3313,0,0,0,0,0,0,0,1
3314,0,0,0,0,0,0,0,1
3315,86.6666666667,0,0,0,0,0,0,1
3316,0,0,0,0,0,0,0,1
3317,0,0,0,0,0,0,0,1
3318,50,0,0,0,0,0,0,0
3319,0,0,0,0,0,0,0,0
3320,0,0,0,0,0,0,0,0
3321,0,0,0,0,0,0,0,0
3322,0,0,0,0,0,0,0,0
3323,0,0,0,0,0,0,0,0
3324,2.9411764706,0,0,0,0,0,0,0
3325,0,0,0,0,0,0,0,0
3326,0,0,0,0,0,0,0,0
3327,0,0,0,0,0,0,0,0
3328,0,0,1,0,0,0,0,0
3329,18.75,0,0,0,0,0,0,0
3330,0,0,1,0,0,0,0,0
3331,0,0,1,0,0,0,0,0
3332,64.2857142857,0,1,0,0,0,0,0
3333,47.619047619,0,0,0,0,0,0,0
3334,8.3333333333,0,0,0,0,0,0,0
3335,0,0,1,0,0,0,0,0
3336,0,0,1,0,0,0,0,0
3337,0,0,1,0,0,0,0,0
3338,0,0,1,0,0,0,0,0
3339,0,0,1,0,0,0,0,0
3340,0,0,1,0,0,0,0,0
3341,0,0,1,0,0,0,0,0
3342,0,0,1,0,0,0,0,0
3343,50,0,1,0,0,0,0,0
3344,14.2857142857,0,1,0,0,0,0,0
3345,0,0,0,0,0,1,0,0
3346,0,0,0,0,0,1,0,0
3347,0,0,0,0,0,0,0,0
3348,0,0,0,0,0,1,0,0
3349,0,0,0,0,0,1,0,0
3350,25,0,0,0,0,1,0,0
3351,14.2857142857,0,0,0,0,1,0,0
3352,0,0,0,0,0,1,0,0
3353,17.6470588235,0,0,0,0,1,0,0
3354,0,0,0,0,0,1,0,0
3355,0,0,0,0,0,1,0,0
3356,0,0,0,0,0,1,0,0
3357,0,0,0,0,0,1,0,0
3358,0,0,0,0,0,1,0,0
3359,11.9402985075,0,0,0,0,1,0,0
3360,0,0,0,0,0,1,0,0
3361,0,0,0,0,0,1,0,0
3362,0,0,0,0,0,1,0,0
3363,0,0,0,0,0,1,0,0
3364,0,0,0,0,0,1,0,0
3365,0,0,0,0,0,1,0,0
3366,0,0,0,0,0,0,0,1
3367,0,0,0,0,0,0,0,1
3368,0,0,0,0,0,0,0,1
3369,0,0,0,0,0,0,0,1
3370,0,0,0,0,0,0,0,0
3371,0,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0,0
3373,0,0,0,0,0,0,0,0
3374,0,0,0,0,0,0,0,0
3375,0,0,0,0,0,0,0,1
3376,0,0,0,0,0,0,0,1
3377,100,0,0,0,0,0,0,1
3378,0,0,0,0,0,0,0,1
3379,0,0,0,0,0,0,0,1
3380,0,0,0,0,0,0,0,1
3381,66.6666666667,0,0,0,0,0,0,1
3382,20,0,0,0,0,0,0,1
3383,100,0,0,0,0,0,0,1
3384,0,0,0,0,0,0,0,1
3385,0,0,0,0,0,0,0,1
3386,100,0,0,0,0,0,0,1
3387,40,0,0,0,0,0,0,1
3388,100,0,0,0,0,0,0,1
3389,0,0,1,0,0,0,0,0
3390,0,0,0,0,0,0,0,0
3391,0,0,0,0,0,0,0,0
3392,0,0,0,0,0,0,0,0
3393,0,0,0,0,0,0,0,0
3394,0,0,0,0,0,0,0,0
3395,0,0,0,0,0,0,0,0
3396,0,0,0,0,0,0,0,0
3397,50,0,0,0,0,0,0,0
3398,0,0,0,0,0,0,0,0
3399,0,0,0,0,0,0,0,0
3400,0,0,0,0,0,0,0,0
3401,0,0,0,0,0,0,0,0
3402,45.4545454545,0,0,0,0,0,0,0
3403,0,0,0,0,0,0,0,0
3404,25,0,0,0,0,0,0,0
3405,0,0,0,0,0,0,0,0
3406,25,0,0,0,0,0,0,0
3407,0,0,0,0,0,0,0,0
3408,0,0,0,0,0,0,0,0
3409,0,0,0,0,0,0,0,0
3410,0,0,0,0,0,0,0,0
3411,30,0,0,0,0,0,0,0
3412,88.8888888889,0,0,0,0,0,0,0
3413,0,0,0,0,0,0,0,0
3414,0,0,0,0,0,0,0,0
3415,0,0,0,0,0,0,0,0
3416,0,0,0,0,0,0,0,0
3417,20,0,0,0,0,0,0,0
3418,0,0,0,0,0,1,0,0
3419,25,0,0,0,0,1,0,0
3420,0,0,0,0,0,1,0,0
3421,100,0,0,0,0,1,0,0
3422,20,0,0,0,0,1,0,0
3423,0,0,0,0,0,1,0,0
3424,33.3333333333,0,0,0,0,1,0,0
3425,0,0,0,0,0,1,0,0
3426,0,0,0,0,0,1,0,0
3427,0,0,0,0,0,1,0,0
3428,0,0,0,0,0,1,0,0
3429,0,0,0,0,0,1,0,0
3430,0,0,0,0,0,1,0,0
3431,0,0,0,0,0,1,0,0
3432,10.3225806452,0,0,0,0,1,0,0
3433,0,0,0,0,0,1,0,0
3434,0,0,0,0,0,1,0,0
3435,0,0,0,0,0,1,0,0
3436,0,0,0,0,0,1,0,0
3437,75,0,0,0,0,0,0,1
3438,100,0,0,0,0,0,0,1
3439,0,0,0,0,0,0,0,1
3440,0,0,0,0,0,0,0,1
3441,0,0,0,0,0,0,0,1
3442,75,0,0,0,0,0,0,1
3443,0,0,0,0,0,0,0,1
3444,0,0,0,0,0,0,0,1
3445,0,0,0,0,0,0,0,1
3446,0,0,0,0,0,0,0,1
3447,0,0,0,0,0,0,0,1
3448,0,0,0,0,0,0,0,1
3449,0,0,0,0,0,0,0,1
3450,0,0,0,0,0,0,0,1
3451,0,0,0,0,0,0,0,1
3452,0,0,0,0,0,0,0,1
3453,0,0,0,0,0,0,0,0
3454,20,0,0,0,0,0,0,0
3455,0,0,0,0,0,0,0,0
3456,0,0,0,0,0,0,0,0
3457,0,0,0,0,0,0,0,0
3458,0,0,0,0,0,0,0,0
3459,0,0,0,0,0,0,0,0
3460,0,0,0,0,0,0,0,0
3461,18.1818181818,0,0,0,0,0,0,0
3462,0,0,0,0,0,0,0,0
3463,0,0,0,0,0,0,0,0
3464,0,0,0,0,0,0,0,0
3465,20,0,0,0,0,0,0,0
3466,0,0,0,0,0,0,0,0
3467,6.6666666667,0,0,0,0,0,0,0
3468,0,0,0,0,0,0,0,0
3469,0,0,0,0,0,0,0,0
3470,0,0,0,0,0,0,0,0
3471,0,0,0,0,0,0,0,0
3472,0,0,0,0,0,0,0,0
3473,0,0,0,0,0,0,0,0
3474,0,0,0,0,0,0,0,0
3475,0,0,0,0,0,0,0,0
3476,77.7777777778,0,0,0,0,0,0,0
3477,0,0,0,0,0,0,0,0
3478,33.3333333333,0,0,0,0,0,0,0
3479,0,0,0,0,0,0,0,0
3480,0,0,0,0,0,0,0,0
3481,33.3333333333,0,0,0,0,0,0,0
3482,0,0,0,0,0,0,0,0
3483,0,0,0,0,0,0,0,0
3484,62.1621621622,0,0,0,0,0,0,0
3485,0,0,0,0,0,0,0,0
3486,0,0,0,0,0,0,0,0
3487,0,0,0,0,0,1,0,0
3488,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,1,0,0
3490,0,0,0,0,0,1,0,0
3491,0,0,0,0,0,1,0,0
3492,0,0,0,0,0,1,0,0
3493,0,0,0,0,0,1,0,0
3494,0,0,0,0,0,1,0,0
3495,0,0,0,0,0,1,0,0
3496,0,0,0,0,0,0,0,0
3497,0,0,0,0,0,1,0,0
3498,0,0,0,0,0,1,0,0
3499,0,0,0,0,0,1,0,0
3500,0,0,0,0,0,1,0,0
